10 0.654128 0.454828 0.954461 0.331337 1.35493
15 0.80744 0.564289 1.16649 0.414104 1.63577
20 0.805676 0.565512 1.16457 0.41334 1.63064
25 1.02729 0.725432 1.46746 0.533219 2.02752
30 0.994898 0.699786 1.42533 0.514884 1.98285
35 1.04774 0.741376 1.49151 0.548889 2.05919
40 1.10361 0.781088 1.57353 0.574975 2.17373
