500	1.94
625	.677
750	.45
1000	.569
1000	.416
1100	.304
1200	.236
1250	.251
1300	.210
1400	.144
1500	.076
1600	.040
1700	.036
1800	.044
1900	.040
2000	.030
2100	.020
2200	.017
2300	.019
2400	.016
2500	.014
2600	.012
2700	.011
2800	.009
2900	.007
3000	.006
