400     112.2
500     81.9270 
600     45.0410
700     25.1950
800     14.6300
900     8.80670
1000    5.4726 
1150    2.8164 
1300    1.5233
1600    0.5004
1800    0.2556
2000    0.1369
2250    0.0670
2500    0.0351
3000    0.0120
