10 0.030996 0.0199234 0.0507415 0.0139215 0.0857204
15 0.0475685 0.0304204 0.0792399 0.0211451 0.138653
20 0.0626156 0.0403573 0.103256 0.0279487 0.173027
25 0.0769013 0.0490409 0.140495 0.03394 0.208075
30 0.102571 0.065648 0.173902 0.0455207 0.252774
35 0.133349 0.0849739 0.224942 0.0590881 0.342818
40 0.134909 0.0853812 0.230009 0.0597072 0.351113
